Unnamed: 0,tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
222,2024-10-04,P082,Defter,Kırtasiye,62.92,9,566.28,4474,Edaviye,Kadın,42,Bursa,718.62
223,2024-05-05,P063,Klima,Elektronik,59.36,19,1127.84,6027,Lâle,Erkek,68,Ankara,4834.63
224,2023-07-25,P037,Fırın,Ev Aletleri,1440.2,17,24483.4,9921,Aytek,Erkek,47,Ankara,3112.63
225,2024-08-05,P011,Kalem,Kırtasiye,104.18,8,833.44,4753,Canfeza,Kadın,20,Konya,904.21
226,2024-05-07,P097,Su Şişesi,Mutfak Ürünleri,905.86,12,10870.32,5643,Abiye,Kadın,52,Bursa,1195.3
227,2024-08-08,P018,Telefon,Elektronik,688.41,5,3442.0499999999997,1943,Fatih,Erkek,29,İzmir,1486.78
228,2024-04-24,P087,Kulaklık,Elektronik,1122.45,18,20204.1,6491,Mishat,Erkek,27,Antalya,523.18
229,2024-05-08,P011,Kalem,Kırtasiye,389.72,9,3507.4800000000005,9634,Akbaş,Erkek,50,Konya,1485.33
230,2023-08-20,P010,Çanta,Giyim,683.63,19,12988.97,8437,Hilayda,Erkek,56,Antalya,998.32
231,2024-01-24,P097,Su Şişesi,Mutfak Ürünleri,759.91,5,3799.5499999999997,7427,Karcan,Erkek,43,İstanbul,4680.37
232,2024-02-29,P063,Klima,Elektronik,57.42,12,689.04,4598,Zelha,Erkek,27,Ankara,892.08
233,2023-08-04,P037,Fırın,Ev Aletleri,847.28,12,10167.36,9083,Selâtin,Kadın,40,Antalya,4543.55
234,2023-04-03,P011,Kalem,Kırtasiye,1303.79,1,1303.79,5831,Almus,Kadın,38,İzmir,2465.56
235,2024-06-17,P037,Fırın,Ev Aletleri,880.55,17,14969.349999999999,7028,Arkut,Kadın,52,Bursa,4530.55
236,2024-03-22,P063,Klima,Elektronik,865.5,16,13848.0,1059,Paye,Erkek,24,İzmir,1068.38
237,2024-05-29,P011,Kalem,Kırtasiye,110.03,3,330.09000000000003,6923,Goncafer,Erkek,64,İzmir,316.98
238,2024-06-24,P082,Defter,Kırtasiye,102.92,4,411.68,8570,Koşukhan,Erkek,65,Gaziantep,986.96
239,2024-06-16,P010,Çanta,Giyim,238.69,10,2386.9,1587,Öge,Kadın,38,Ankara,2237.07
240,2023-11-08,P011,Kalem,Kırtasiye,973.35,12,11680.2,9386,Elhan,Erkek,23,Konya,1169.84
241,2024-02-15,P037,Fırın,Ev Aletleri,1498.49,11,16483.39,2856,Hasret,Kadın,47,Ankara,2396.11
242,2023-10-25,P011,Kalem,Kırtasiye,560.16,7,3921.12,8448,Duyguhan,Kadın,49,Antalya,3625.13
243,2024-05-15,P037,Fırın,Ev Aletleri,643.89,16,10302.24,2111,Avşin,Kadın,36,Adana,2353.51
244,2023-06-16,P018,Telefon,Elektronik,149.73,15,2245.95,9890,Örfiye,Erkek,33,Gaziantep,2513.19
245,2024-10-02,P010,Çanta,Giyim,956.26,7,6693.82,9469,Hasret,Erkek,54,Antalya,2875.26
246,2022-11-18,P018,Telefon,Elektronik,966.9,10,9669.0,1577,Fetullah,Kadın,49,Bursa,4754.74
247,2024-07-20,P037,Fırın,Ev Aletleri,273.6,5,1368.0,2214,Rasul,Erkek,21,Bursa,1894.7
248,2022-12-09,P024,Bilgisayar,Elektronik,637.19,6,3823.14,2515,Saçı,Erkek,46,Adana,4323.02
249,2024-09-09,P018,Telefon,Elektronik,59.96,10,599.6,3406,İntihap,Kadın,67,Konya,4989.81
250,2023-09-13,P032,Mouse,Elektronik,11.69,12,140.28,7541,Sunay,Kadın,37,Gaziantep,3650.16
251,2024-02-22,P037,Fırın,Ev Aletleri,1392.03,10,13920.3,4587,Afer,Erkek,69,Bursa,335.57
252,2024-02-09,P010,Çanta,Giyim,1373.56,1,1373.56,5012,Emin,Kadın,49,Adana,4225.65
253,2023-07-16,P087,Kulaklık,Elektronik,573.58,2,1147.16,5901,Şelâle,Erkek,58,Adana,1500.47
254,2024-03-24,P087,Kulaklık,Elektronik,499.96,14,6999.44,5381,Satrettin,Kadın,50,Gaziantep,2171.53
255,2024-06-19,P097,Su Şişesi,Mutfak Ürünleri,676.85,3,2030.55,8753,Okyalaz,Kadın,51,Bursa,2578.18
256,2024-07-11,P032,Mouse,Elektronik,70.56,3,211.68,7550,Tunçboğa,Kadın,55,İzmir,1445.2
257,2024-04-13,P024,Bilgisayar,Elektronik,350.31,7,2452.17,8755,İldeş,Kadın,43,İstanbul,1803.12
258,2023-11-02,P024,Bilgisayar,Elektronik,505.93,17,8600.81,2464,Alabezek,Kadın,48,İzmir,2427.64
259,2024-02-10,P097,Su Şişesi,Mutfak Ürünleri,1107.06,13,14391.779999999999,6266,Göli,Erkek,42,İzmir,1935.77
260,2024-08-18,P032,Mouse,Elektronik,966.57,10,9665.7,7958,Amaç,Erkek,62,Konya,2266.91
261,2024-04-24,P063,Klima,Elektronik,34.7,12,416.4,1045,Atatöre,Kadın,25,Konya,4500.99
262,2023-03-27,P032,Mouse,Elektronik,388.54,5,1942.7,7591,Ergül,Erkek,67,Ankara,4131.72
263,2023-02-21,P011,Kalem,Kırtasiye,52.71,12,632.52,3795,Nural,Kadın,43,Konya,3213.85
264,2023-06-16,P082,Defter,Kırtasiye,732.4,15,10986.0,3595,Taylak,Kadın,64,Konya,1564.34
265,2024-01-21,P010,Çanta,Giyim,223.7,13,2908.1,1797,Nuretdin,Kadın,27,İstanbul,4066.29
266,2024-01-05,P063,Klima,Elektronik,1134.04,11,12474.439999999999,8970,Birsen,Erkek,35,Gaziantep,3861.16
267,2024-10-13,P082,Defter,Kırtasiye,604.93,12,7259.16,7469,Çetinsu,Kadın,62,Konya,566.53
268,2024-08-21,P063,Klima,Elektronik,767.97,9,6911.7300000000005,2941,Resulcan,Kadın,59,Ankara,4795.57
269,2023-06-23,P063,Klima,Elektronik,471.12,3,1413.36,1748,Karlukhan,Kadın,63,Bursa,4129.67
270,2024-04-25,P032,Mouse,Elektronik,535.47,8,4283.76,1797,Nuretdin,Kadın,27,İstanbul,4066.29
271,2023-08-23,P063,Klima,Elektronik,335.95,9,3023.5499999999997,9049,Vildane,Erkek,65,Gaziantep,1005.29
272,2024-06-26,P024,Bilgisayar,Elektronik,1394.74,18,25105.32,7289,Nefaret,Kadın,22,Antalya,2087.18
273,2024-06-15,P024,Bilgisayar,Elektronik,451.42,17,7674.14,8939,Altınışın,Kadın,20,Gaziantep,4607.97
274,2023-09-03,P087,Kulaklık,Elektronik,847.18,13,11013.34,7162,Nurcan,Erkek,63,İzmir,3615.21
275,2024-07-26,P063,Klima,Elektronik,409.59,2,819.18,6182,Cihandide,Kadın,19,Konya,2675.37
276,2024-08-16,P063,Klima,Elektronik,888.56,11,9774.16,2735,Berki,Kadın,65,Ankara,4024.16
277,2023-09-29,P032,Mouse,Elektronik,736.02,10,7360.2,4763,Yankı,Erkek,66,Ankara,1077.72
278,2024-01-26,P032,Mouse,Elektronik,1275.01,11,14025.11,2520,Semrin,Kadın,19,Bursa,2023.12
279,2023-09-10,P037,Fırın,Ev Aletleri,647.87,13,8422.31,5071,Günar,Erkek,46,Ankara,2864.48
280,2024-09-12,P037,Fırın,Ev Aletleri,854.78,11,9402.58,6396,Alize,Kadın,57,İstanbul,1233.82
281,2022-12-21,P037,Fırın,Ev Aletleri,1391.57,2,2783.14,7277,Gündüzalp,Erkek,67,İzmir,4463.22
282,2023-06-21,P032,Mouse,Elektronik,1045.73,8,8365.84,2496,Aliihsan,Erkek,32,Gaziantep,4494.64
283,2024-04-21,P011,Kalem,Kırtasiye,992.7,19,18861.3,6500,Yıldız,Kadın,23,Antalya,1061.82
284,2023-12-05,P037,Fırın,Ev Aletleri,849.93,19,16148.669999999998,2753,Abdülcemal,Kadın,33,Adana,1867.79
285,2024-10-20,P011,Kalem,Kırtasiye,467.93,11,5147.2300000000005,8525,Cannur,Erkek,62,İstanbul,4339.01
286,2023-10-04,P097,Su Şişesi,Mutfak Ürünleri,676.37,12,8116.44,8220,Mümtaze,Erkek,29,Adana,4149.51
287,2023-07-02,P018,Telefon,Elektronik,439.91,15,6598.650000000001,1511,Nevsal,Kadın,41,Adana,4755.66
288,2023-07-09,P097,Su Şişesi,Mutfak Ürünleri,1118.34,13,14538.419999999998,6868,Dilcan,Erkek,49,Gaziantep,3786.94
289,2022-12-06,P037,Fırın,Ev Aletleri,66.23,13,860.99,8712,Feza,Kadın,63,Konya,2754.25
290,2023-04-14,P097,Su Şişesi,Mutfak Ürünleri,1177.55,4,4710.2,7643,Tanyu,Kadın,23,İstanbul,3655.66
291,2023-04-08,P087,Kulaklık,Elektronik,508.06,16,8128.96,5779,Arpağ,Erkek,21,Adana,468.14
292,2024-02-07,P018,Telefon,Elektronik,601.66,11,6618.259999999999,6663,Serda,Kadın,37,Ankara,2985.63
293,2023-04-25,P037,Fırın,Ev Aletleri,1030.43,4,4121.72,8476,Ermutlu,Kadın,48,Bursa,4071.78
294,2023-05-18,P087,Kulaklık,Elektronik,1229.95,7,8609.65,3577,Dinçkol,Erkek,27,Gaziantep,1983.12
295,2024-10-07,P097,Su Şişesi,Mutfak Ürünleri,800.56,9,7205.039999999999,1051,Şendoğan,Erkek,55,Adana,442.54
296,2023-01-18,P018,Telefon,Elektronik,1115.41,1,1115.41,4769,Velitdin,Kadın,54,Konya,1991.57
297,2023-04-04,P024,Bilgisayar,Elektronik,1485.07,7,10395.49,2027,Aygönenç,Erkek,29,Antalya,577.31
298,2023-02-12,P063,Klima,Elektronik,221.92,19,4216.48,4710,Musaffa,Kadın,23,Bursa,1074.0
299,2024-10-07,P024,Bilgisayar,Elektronik,918.39,9,8265.51,9357,Cezayir,Kadın,51,Gaziantep,2836.78
300,2023-03-28,P037,Fırın,Ev Aletleri,1033.52,13,13435.76,8019,Melikkan,Erkek,31,Ankara,1269.11
301,2023-04-12,P024,Bilgisayar,Elektronik,557.29,8,4458.32,8562,Ünlen,Kadın,66,Antalya,1275.37
302,2022-12-09,P097,Su Şişesi,Mutfak Ürünleri,1029.24,2,2058.48,5579,Sahir,Kadın,28,Adana,481.43
303,2023-07-22,P063,Klima,Elektronik,1446.45,15,21696.75,3790,Kayrabay,Kadın,24,Ankara,3336.59
304,2024-04-25,P011,Kalem,Kırtasiye,662.13,15,9931.95,9049,Vildane,Erkek,65,Gaziantep,1005.29
305,2024-07-01,P063,Klima,Elektronik,760.55,19,14450.449999999999,6138,Erksoy,Kadın,22,Adana,270.35
306,2024-03-14,P037,Fırın,Ev Aletleri,417.22,7,2920.54,9502,Aylil,Erkek,27,İzmir,3214.87
307,2024-09-23,P018,Telefon,Elektronik,840.51,9,7564.59,2615,Barak,Erkek,19,Konya,2072.72
308,2022-11-12,P082,Defter,Kırtasiye,700.77,6,4204.62,8121,Aytuna,Kadın,23,İzmir,2857.19
309,2023-02-08,P011,Kalem,Kırtasiye,632.73,19,12021.87,9289,Aytuna,Erkek,31,Ankara,3713.2
310,2022-11-21,P037,Fırın,Ev Aletleri,244.01,13,3172.13,2957,Nasiba,Kadın,26,Gaziantep,3943.02
311,2023-07-03,P024,Bilgisayar,Elektronik,1497.16,4,5988.64,6738,Toktuğ,Kadın,28,Konya,1517.51
312,2024-08-21,P082,Defter,Kırtasiye,982.28,19,18663.32,3070,Melihcan,Kadın,37,İstanbul,4609.88
313,2023-09-01,P011,Kalem,Kırtasiye,783.31,12,9399.72,6951,Çağa,Erkek,65,İzmir,3190.57
314,2024-05-11,P032,Mouse,Elektronik,419.3,3,1257.9,5595,Damlanur,Kadın,63,Adana,3337.94
315,2023-05-26,P010,Çanta,Giyim,1095.76,11,12053.36,7872,Dilşat,Erkek,59,Ankara,3742.6
316,2023-05-01,P063,Klima,Elektronik,807.62,16,12921.92,5122,Sümeyye,Kadın,59,İzmir,4501.99
317,2024-04-05,P097,Su Şişesi,Mutfak Ürünleri,477.7,11,5254.7,8268,Özkent,Erkek,49,Adana,310.89
318,2024-04-30,P097,Su Şişesi,Mutfak Ürünleri,306.56,13,3985.28,1974,Kerman,Kadın,49,İzmir,822.18
319,2024-05-11,P063,Klima,Elektronik,794.16,15,11912.4,1687,Erdogan,Kadın,26,Ankara,3673.59
320,2024-04-24,P032,Mouse,Elektronik,432.63,3,1297.8899999999999,6221,Uğan,Erkek,39,İstanbul,1410.24
321,2023-02-12,P063,Klima,Elektronik,869.96,11,9569.56,3392,Taşkan,Erkek,65,Gaziantep,2515.48
322,2023-08-14,P097,Su Şişesi,Mutfak Ürünleri,1171.18,6,7027.08,6546,Sejda,Erkek,24,Ankara,891.1
323,2023-10-09,P010,Çanta,Giyim,370.52,16,5928.32,2880,Eşref,Erkek,24,İstanbul,4516.11
324,2023-08-23,P087,Kulaklık,Elektronik,804.49,9,7240.41,7492,Nesfe,Kadın,49,Gaziantep,3067.06
325,2024-02-12,P063,Klima,Elektronik,1456.47,11,16021.17,4663,Diken,Kadın,32,Gaziantep,3593.28
326,2024-08-21,P010,Çanta,Giyim,1414.8,2,2829.6,2824,Zelha,Kadın,69,İzmir,3954.64
327,2024-05-02,P010,Çanta,Giyim,193.43,1,193.43,8049,Öztürk,Kadın,20,İzmir,2722.05
328,2024-09-20,P024,Bilgisayar,Elektronik,742.19,1,742.19,8836,Toktuğ,Kadın,35,Konya,1065.42
329,2024-08-12,P011,Kalem,Kırtasiye,904.76,17,15380.92,9271,Arcan,Erkek,29,İstanbul,4305.44
330,2023-08-28,P082,Defter,Kırtasiye,256.08,3,768.24,4160,Aşir,Erkek,57,Ankara,1918.98
331,2022-12-03,P011,Kalem,Kırtasiye,402.59,18,7246.62,4372,Beyda,Kadın,43,Bursa,4840.46
332,2024-04-14,P011,Kalem,Kırtasiye,18.35,5,91.75,1223,Vaysal,Erkek,58,Antalya,2458.08
333,2023-08-18,P024,Bilgisayar,Elektronik,1151.99,5,5759.95,8536,Ömriye,Erkek,29,Konya,4914.32
334,2024-04-17,P097,Su Şişesi,Mutfak Ürünleri,986.3,6,5917.799999999999,5872,Zihni,Kadın,25,Bursa,1319.36
335,2023-09-27,P037,Fırın,Ev Aletleri,804.96,6,4829.76,7747,Ildız,Erkek,45,Konya,1339.67
336,2024-08-01,P037,Fırın,Ev Aletleri,921.95,17,15673.15,6813,Dilcan,Kadın,23,İstanbul,1413.72
337,2024-08-05,P010,Çanta,Giyim,757.53,19,14393.07,6749,Yazganalp,Erkek,54,Konya,481.18
338,2023-10-09,P097,Su Şişesi,Mutfak Ürünleri,210.82,12,2529.84,8070,Sunay,Erkek,65,Bursa,1156.34
339,2023-03-12,P063,Klima,Elektronik,1244.19,11,13686.09,5029,Beyzade,Kadın,41,Adana,3859.23
340,2024-04-20,P063,Klima,Elektronik,110.02,2,220.04,6816,Ercihan,Kadın,24,Ankara,650.29
341,2022-11-24,P011,Kalem,Kırtasiye,1369.76,10,13697.6,4088,İnsaf,Erkek,54,İstanbul,864.01
342,2024-01-17,P087,Kulaklık,Elektronik,564.1,6,3384.6000000000004,8570,Koşukhan,Erkek,65,Gaziantep,986.96
343,2022-12-01,P011,Kalem,Kırtasiye,947.41,7,6631.87,3593,Mefharet,Erkek,56,Antalya,332.53
344,2024-08-18,P032,Mouse,Elektronik,1140.35,5,5701.75,9473,Gülağa,Kadın,50,Gaziantep,4674.98
345,2023-05-28,P097,Su Şişesi,Mutfak Ürünleri,445.52,3,1336.56,7894,Risalet,Kadın,20,İzmir,2829.4
346,2024-05-30,P018,Telefon,Elektronik,561.13,16,8978.08,2608,Azettin,Erkek,69,Antalya,2674.09
347,2024-04-15,P063,Klima,Elektronik,583.67,13,7587.709999999999,5056,Erbil,Erkek,26,İzmir,3791.99
348,2024-03-16,P087,Kulaklık,Elektronik,293.57,13,3816.41,9528,Çağlar,Kadın,45,Antalya,4898.94
349,2023-09-26,P011,Kalem,Kırtasiye,425.11,18,7651.98,3049,Tezol,Kadın,21,Antalya,2127.8
350,2023-12-30,P018,Telefon,Elektronik,1379.75,7,9658.25,9062,Silanur,Erkek,36,Adana,535.97
351,2023-05-03,P024,Bilgisayar,Elektronik,1043.33,17,17736.61,5195,Okanay,Erkek,50,Gaziantep,4671.92
352,2022-11-27,P082,Defter,Kırtasiye,1266.61,13,16465.93,7999,Tandoğdu,Erkek,54,Adana,2288.39
353,2023-10-09,P087,Kulaklık,Elektronik,248.6,12,2983.2,4103,Badegül,Kadın,27,Antalya,3796.38
354,2024-10-24,P010,Çanta,Giyim,1482.66,8,11861.28,1387,Sonad,Erkek,54,Adana,3797.57
355,2024-10-01,P010,Çanta,Giyim,641.84,10,6418.400000000001,9714,Yasan,Kadın,24,Antalya,512.8
356,2024-07-08,P087,Kulaklık,Elektronik,925.87,2,1851.74,3928,Kibar,Kadın,28,Antalya,1842.5
357,2024-10-21,P087,Kulaklık,Elektronik,480.55,14,6727.7,8347,Ümmet,Erkek,50,İzmir,4694.71
358,2024-01-17,P032,Mouse,Elektronik,867.79,16,13884.64,7376,Güçyeter,Erkek,29,Adana,4988.76
359,2024-09-30,P063,Klima,Elektronik,423.71,15,6355.65,6837,Berran,Erkek,59,Konya,812.94
360,2023-02-10,P011,Kalem,Kırtasiye,465.66,1,465.66,7860,Nurmelek,Kadın,19,İzmir,930.31
361,2022-11-21,P018,Telefon,Elektronik,803.66,6,4821.96,3224,Özsözlü,Erkek,69,Adana,4027.74
362,2022-12-31,P087,Kulaklık,Elektronik,1051.83,4,4207.32,8057,Bediriye,Erkek,69,Adana,4580.81
363,2023-07-14,P024,Bilgisayar,Elektronik,698.46,17,11873.82,7082,Ömür,Kadın,29,Ankara,2149.31
364,2023-10-22,P032,Mouse,Elektronik,858.1,2,1716.2,9519,Arıel,Erkek,53,Konya,4738.37
365,2024-03-06,P018,Telefon,Elektronik,815.84,2,1631.68,9906,Taciddin,Kadın,27,Gaziantep,2142.13
366,2024-07-14,P018,Telefon,Elektronik,1097.52,7,7682.639999999999,6011,Sadiye,Erkek,67,Gaziantep,4768.46
367,2024-10-27,P010,Çanta,Giyim,77.99,13,1013.8699999999999,4561,Emine.,Kadın,57,Antalya,2981.1
368,2024-06-14,P011,Kalem,Kırtasiye,1257.07,17,21370.19,4262,Şirivan,Kadın,49,İzmir,3289.31
369,2024-05-29,P024,Bilgisayar,Elektronik,1144.71,17,19460.07,7689,Ertuncay,Erkek,40,Bursa,2777.64
370,2024-04-17,P037,Fırın,Ev Aletleri,935.18,19,17768.42,4482,Kenter,Kadın,39,Adana,371.66
371,2024-02-11,P018,Telefon,Elektronik,1203.94,4,4815.76,8655,Ruhugül,Kadın,67,İstanbul,368.91
372,2023-07-23,P097,Su Şişesi,Mutfak Ürünleri,346.05,3,1038.15,4273,Koncagül,Kadın,60,Gaziantep,4146.11
373,2023-12-06,P037,Fırın,Ev Aletleri,1435.24,13,18658.12,8963,Yurttaş,Kadın,42,Gaziantep,3107.56
374,2024-02-08,P024,Bilgisayar,Elektronik,863.33,8,6906.64,5979,Aytuna,Erkek,62,Ankara,2343.34
375,2023-06-24,P010,Çanta,Giyim,1055.31,4,4221.24,1684,İslime,Erkek,38,Bursa,1727.05
376,2024-07-29,P024,Bilgisayar,Elektronik,648.62,13,8432.06,4210,Tunahan,Erkek,60,Ankara,1542.14
377,2023-08-12,P032,Mouse,Elektronik,706.98,16,11311.68,2947,Permun,Erkek,33,Adana,3900.5
378,2024-08-12,P087,Kulaklık,Elektronik,1078.77,6,6472.62,5419,Adila,Kadın,23,Antalya,1391.97
379,2024-04-08,P032,Mouse,Elektronik,1416.36,4,5665.44,8499,Gök,Kadın,62,Bursa,3042.31
380,2024-01-14,P032,Mouse,Elektronik,122.1,13,1587.3,1748,Karlukhan,Kadın,63,Bursa,4129.67
381,2024-10-23,P082,Defter,Kırtasiye,124.07,15,1861.05,3030,Sernur,Kadın,68,İzmir,3852.27
382,2024-08-10,P011,Kalem,Kırtasiye,1418.15,3,4254.450000000001,9804,Tuğçe,Kadın,33,Ankara,2328.67
383,2023-07-17,P097,Su Şişesi,Mutfak Ürünleri,1134.39,6,6806.34,5751,Barışcan,Kadın,27,İzmir,2927.89
384,2022-11-13,P018,Telefon,Elektronik,496.38,19,9431.22,2957,Nasiba,Kadın,26,Gaziantep,3943.02
385,2024-09-13,P010,Çanta,Giyim,634.61,19,12057.59,3566,Korugan,Erkek,41,Adana,3169.0
386,2024-09-06,P010,Çanta,Giyim,789.13,17,13415.21,4729,Salkın,Kadın,27,Adana,1183.21
387,2023-07-14,P097,Su Şişesi,Mutfak Ürünleri,1224.46,9,11020.14,8003,Batırhan,Erkek,24,Konya,167.92
388,2023-11-17,P018,Telefon,Elektronik,450.67,7,3154.69,7147,Hasgül,Kadın,30,İzmir,681.07
389,2022-12-12,P082,Defter,Kırtasiye,915.07,19,17386.33,9960,Rayla,Erkek,63,Gaziantep,1238.69
390,2023-09-17,P024,Bilgisayar,Elektronik,1064.84,18,19167.12,7493,Acar,Kadın,48,Ankara,2375.89
391,2023-01-17,P010,Çanta,Giyim,351.29,8,2810.32,9842,Rengül,Kadın,54,Adana,2226.53
392,2023-07-29,P032,Mouse,Elektronik,900.03,16,14400.48,1577,Fetullah,Kadın,49,Bursa,4754.74
393,2023-10-01,P010,Çanta,Giyim,183.17,17,3113.89,1175,Haluk,Kadın,67,Konya,2560.88
394,2023-10-08,P097,Su Şişesi,Mutfak Ürünleri,487.04,11,5357.4400000000005,3422,Otay,Erkek,47,Bursa,1595.84
395,2024-09-24,P097,Su Şişesi,Mutfak Ürünleri,850.4,2,1700.8,8227,Kamar,Kadın,67,Ankara,727.94
396,2023-03-06,P032,Mouse,Elektronik,513.2,5,2566.0,7461,Tarancı,Kadın,36,Gaziantep,2537.92
397,2023-05-09,P082,Defter,Kırtasiye,805.03,1,805.03,2559,Eraycan,Kadın,50,Adana,401.54
398,2024-03-21,P032,Mouse,Elektronik,570.16,4,2280.64,8158,Tanses,Erkek,31,İzmir,3230.84
399,2023-08-15,P037,Fırın,Ev Aletleri,1184.83,11,13033.13,2589,Paksu,Kadın,46,Gaziantep,3212.51
400,2024-04-16,P024,Bilgisayar,Elektronik,55.76,13,724.88,6134,Müferrih,Erkek,40,Adana,108.35
401,2023-01-26,P011,Kalem,Kırtasiye,25.24,17,429.08,5348,Mezide,Kadın,51,Konya,4544.01
402,2024-08-02,P032,Mouse,Elektronik,1334.28,6,8005.68,4288,Nurkan,Kadın,46,Gaziantep,3818.64
403,2023-12-24,P082,Defter,Kırtasiye,383.21,11,4215.3099999999995,3893,Haliye,Kadın,58,Adana,1291.77
404,2022-12-15,P063,Klima,Elektronik,200.7,4,802.8,4397,Kiyasi,Erkek,66,Konya,652.87
405,2023-03-10,P010,Çanta,Giyim,555.08,6,3330.4800000000005,2895,Gülel,Kadın,62,Gaziantep,4770.99
406,2024-10-01,P097,Su Şişesi,Mutfak Ürünleri,1310.64,9,11795.76,3425,Öge,Erkek,68,Bursa,3818.29
407,2024-02-18,P087,Kulaklık,Elektronik,954.1,13,12403.3,1652,Rehime,Kadın,23,Konya,516.96
408,2024-10-16,P010,Çanta,Giyim,1490.57,7,10433.99,8903,Özinal,Kadın,27,İzmir,4198.59
409,2024-01-20,P018,Telefon,Elektronik,508.14,11,5589.54,3070,Melihcan,Kadın,37,İstanbul,4609.88
410,2023-01-23,P024,Bilgisayar,Elektronik,414.73,8,3317.84,7782,Noman,Kadın,34,Adana,3056.01
411,2024-09-13,P024,Bilgisayar,Elektronik,450.87,12,5410.4400000000005,4188,Yosma,Kadın,45,Antalya,2488.12
412,2024-06-30,P087,Kulaklık,Elektronik,465.54,5,2327.7000000000003,5841,Tuğrulhan,Kadın,37,İstanbul,4044.85
413,2022-11-17,P087,Kulaklık,Elektronik,509.73,4,2038.92,5963,Okbay,Erkek,61,Ankara,4261.88
414,2023-09-29,P037,Fırın,Ev Aletleri,751.88,4,3007.52,3404,Melaha,Kadın,40,İstanbul,660.62
415,2023-01-27,P063,Klima,Elektronik,339.36,13,4411.68,3201,İmren,Kadın,18,Ankara,4395.9
416,2023-08-03,P024,Bilgisayar,Elektronik,1232.4,18,22183.2,3950,Yertan,Kadın,24,İzmir,2942.77
417,2023-04-05,P032,Mouse,Elektronik,1176.23,8,9409.84,3488,Annak,Erkek,36,İstanbul,564.28
418,2024-06-27,P097,Su Şişesi,Mutfak Ürünleri,505.47,17,8592.99,9044,Çoğay,Kadın,56,Bursa,3621.52
419,2024-10-20,P011,Kalem,Kırtasiye,130.45,5,652.25,2031,Atiyye,Erkek,60,Ankara,218.94
420,2023-05-11,P032,Mouse,Elektronik,977.53,12,11730.36,6076,Monis,Kadın,54,Adana,2323.87
421,2023-09-22,P024,Bilgisayar,Elektronik,868.23,17,14759.91,3348,Neriban,Kadın,22,Antalya,3839.34
422,2023-01-29,P037,Fırın,Ev Aletleri,1163.32,17,19776.44,8760,Suat,Erkek,39,Gaziantep,1242.89
423,2024-06-27,P018,Telefon,Elektronik,871.07,13,11323.91,7062,Aksöğüt,Kadın,38,Bursa,2447.12
424,2024-02-23,P082,Defter,Kırtasiye,256.28,13,3331.6399999999994,3354,Akatay,Erkek,49,İzmir,4337.42
425,2022-11-23,P032,Mouse,Elektronik,406.34,5,2031.6999999999998,9339,Mertel,Kadın,52,İstanbul,3787.32
426,2023-10-04,P063,Klima,Elektronik,774.29,8,6194.32,3475,Rıfkıye,Kadın,34,Antalya,2051.25
427,2023-08-16,P087,Kulaklık,Elektronik,642.92,16,10286.72,7051,Yamin,Erkek,20,Gaziantep,4609.77
428,2024-04-30,P032,Mouse,Elektronik,314.95,5,1574.75,4724,Amaç,Kadın,39,Bursa,723.97
429,2024-04-03,P082,Defter,Kırtasiye,370.15,16,5922.4,8311,N˜zamett˜n,Kadın,65,Gaziantep,2434.21
430,2024-03-20,P024,Bilgisayar,Elektronik,1351.43,2,2702.86,6443,Hürüyet,Erkek,34,Ankara,2778.77
431,2023-09-19,P097,Su Şişesi,Mutfak Ürünleri,1030.76,8,8246.08,3056,Cüneyit,Erkek,45,İstanbul,4300.04
432,2023-12-03,P097,Su Şişesi,Mutfak Ürünleri,1290.93,9,11618.37,7830,Selvi,Erkek,65,Bursa,676.95
433,2023-05-06,P087,Kulaklık,Elektronik,716.59,12,8599.08,3788,Erdogan,Erkek,50,Adana,3026.0
434,2024-10-24,P010,Çanta,Giyim,533.47,10,5334.700000000001,6290,Yasemen,Kadın,43,İstanbul,2107.18
435,2024-08-17,P018,Telefon,Elektronik,245.0,9,2205.0,4480,Abdulbekir,Erkek,53,Bursa,4412.79
436,2023-01-14,P024,Bilgisayar,Elektronik,359.74,7,2518.1800000000003,5121,Beyzade,Kadın,49,Adana,3156.38
437,2024-06-15,P024,Bilgisayar,Elektronik,983.92,7,6887.44,2826,Abdülhadi,Kadın,22,İzmir,1328.68
438,2023-08-19,P037,Fırın,Ev Aletleri,1325.38,8,10603.04,8978,Dilsitan,Kadın,60,İzmir,4152.46
439,2024-07-14,P037,Fırın,Ev Aletleri,523.43,1,523.43,1687,Erdogan,Kadın,26,Ankara,3673.59
440,2023-03-19,P063,Klima,Elektronik,638.39,6,3830.34,1018,Muhip,Kadın,47,Bursa,610.02
441,2023-10-03,P037,Fırın,Ev Aletleri,922.77,16,14764.32,8900,Hacile,Kadın,60,Antalya,1684.71
442,2023-07-24,P018,Telefon,Elektronik,920.99,9,8288.91,4729,Salkın,Kadın,27,Adana,1183.21
443,2024-05-17,P010,Çanta,Giyim,1491.81,12,17901.72,9075,Serda,Erkek,49,Bursa,1536.99
444,2022-12-07,P097,Su Şişesi,Mutfak Ürünleri,487.06,11,5357.66,3839,Altoğan,Erkek,54,Ankara,1095.58
